Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Decentius Palpellius,24,Greece,171,71,Thraex,2,0,Dagger,Basic,Low,10.8210793348531,Advanced,2,Excellent,Medium,Aggressive,False
Gnaeus Papinius,22,Rome,190,84,Provocator,4,1,Dagger,Standard,Low,8.248155307668139,Intermediate,5,Excellent,High,Balanced,True
Laberius Domitius,27,Germania,185,60,Hoplomachus,2,0,Dagger,Standard,Low,7.446477309725543,Expert,2,Excellent,Medium,Balanced,False
Munatius Duronius,36,Numidia,177,68,Retiarius,8,1,Trident,Superior,Low,1.23738242578835,Intermediate,9,Excellent,Low,Aggressive,True
Aulus Sextus,27,Thrace,169,95,Murmillo,8,5,Gladius (Sword),Superior,High,4.141593319567666,Advanced,13,Excellent,Low,Balanced,True
Lollius Laronius,44,Greece,163,61,Secutor,14,3,Dagger,Standard,Low,1.0120877663459629,Basic,17,Good,Low,Aggressive,True
Iunius Claudius,36,Numidia,191,102,Secutor,7,3,Dagger,Standard,High,1.019703835718363,Advanced,10,Fair,Medium,Aggressive,True
Pilus Herennius,42,Germania,180,69,Murmillo,11,5,Dagger,Superior,High,5.147622295669013,Basic,16,Fair,Medium,Aggressive,True
Catius Catius,29,Greece,169,85,Murmillo,5,2,Dagger,Superior,Low,3.510493071578128,Advanced,7,Excellent,Medium,Aggressive,True
Murena Hordeonius,21,Thrace,199,64,Retiarius,5,1,Net,Superior,Low,6.354594402165762,Advanced,6,Excellent,Medium,Balanced,False
Cocceius Modius,24,Gaul,186,71,Provocator,5,1,Gladius (Sword),Superior,Low,1.6303702635629822,Advanced,6,Excellent,Medium,Aggressive,True
Bruttius Gaius,19,Gaul,175,94,Secutor,6,0,Gladius (Sword),Basic,High,3.309119024035944,Expert,6,Excellent,Medium,Defensive,True
Orbilius Volumnius,36,Rome,188,95,Murmillo,11,5,Gladius (Sword),Standard,High,0.9388857454401645,Basic,16,Fair,Medium,Aggressive,True
Maecenas Blaesus,21,Germania,194,81,Secutor,7,0,Gladius (Sword),Superior,Low,7.647825375623665,Advanced,7,Excellent,Medium,Balanced,True
Calventius Calpurnius,36,Greece,185,108,Retiarius,6,1,Trident,Superior,Low,5.157008933314269,Advanced,7,Excellent,Medium,Aggressive,True
Afranius Paelignus,30,Germania,186,99,Secutor,11,6,Gladius (Sword),Superior,Low,6.374097177170126,Basic,17,Excellent,Medium,Aggressive,True
Blaesus Longinius,32,Thrace,156,86,Thraex,6,0,Sica (Curved Sword),Superior,Low,4.063856501506055,Basic,6,Excellent,Medium,Balanced,True
Balbus Ennius,42,Rome,169,91,Provocator,7,1,Gladius (Sword),Basic,Low,2.749381857745934,Basic,8,Good,Medium,Aggressive,True
Catius Latinius,33,Greece,170,67,Murmillo,14,6,Gladius (Sword),Basic,High,3.6481386186853526,Intermediate,20,Good,Low,Balanced,True
Hortensius Afranius,21,Gaul,191,123,Secutor,8,4,Gladius (Sword),Basic,Low,6.52006188302925,Intermediate,12,Excellent,Medium,Aggressive,True
Atilius Orchius,18,Greece,179,78,Thraex,7,2,Sica (Curved Sword),Basic,Low,7.375728440334095,Intermediate,9,Excellent,High,Balanced,True
Persius Petreius,31,Germania,176,93,Murmillo,5,1,Dagger,Basic,Low,8.237504966036786,Basic,6,Excellent,Low,Aggressive,True
Laetorius Aquillius,28,Rome,194,72,Retiarius,6,1,Trident,Standard,Low,6.88040102335179,Advanced,7,Excellent,Medium,Balanced,True
Spurius Marcus,45,Germania,174,94,Thraex,19,8,Sica (Curved Sword),Superior,High,0.9411037509388972,Basic,27,Fair,Low,Aggressive,True
Mucius Licinius,21,Rome,186,86,Provocator,7,1,Dagger,Standard,Low,6.251458468702221,Advanced,8,Excellent,High,Balanced,True
Pilus Avidius,39,Greece,161,86,Hoplomachus,5,2,Dagger,Superior,Low,4.48162819234743,Basic,7,Excellent,Low,Balanced,True
Sextius Egnatius,41,Gaul,173,82,Thraex,12,0,Dagger,Standard,Low,1.9438602454076597,Basic,12,Good,Medium,Aggressive,True
Numicius Cornelius,29,Rome,164,46,Thraex,4,1,Sica (Curved Sword),Basic,Low,5.655829887702533,Advanced,5,Excellent,Medium,Aggressive,True
Blossius Pinarus,45,Thrace,177,87,Provocator,11,4,Dagger,Standard,Low,4.163729388066093,Basic,15,Good,Medium,Balanced,True
Fundanus Pacilius,43,Thrace,169,113,Murmillo,14,2,Dagger,Basic,High,1.0963616034811667,Basic,16,Fair,Medium,Aggressive,True
Cispius Lartius,40,Greece,173,90,Secutor,18,6,Gladius (Sword),Superior,High,2.505372365018563,Basic,24,Good,Medium,Balanced,True
Herennius Maecilius,32,Numidia,176,77,Retiarius,10,2,Net,Basic,Low,5.939948711641001,Advanced,12,Excellent,Medium,Defensive,True
Tarquinius Orbilius,32,Numidia,180,75,Secutor,10,4,Dagger,Basic,Low,1.0562692912521303,Intermediate,14,Excellent,Low,Balanced,False
Junius Duronius,26,Numidia,175,77,Retiarius,7,3,Trident,Standard,Low,0.9843713061015448,Advanced,10,Excellent,Medium,Balanced,False
Petilius Longinius,43,Gaul,161,85,Secutor,8,1,Gladius (Sword),Basic,Low,2.60208661062731,Basic,9,Good,Medium,Aggressive,True
Nautius Nasidienus,18,Rome,188,69,Retiarius,1,0,Net,Superior,Low,5.504712455085371,Advanced,1,Excellent,High,Defensive,False
Nigidius Percennius,35,Germania,175,44,Hoplomachus,9,1,Spear,Superior,Low,4.9713083052648335,Basic,10,Excellent,Medium,Balanced,True
Paelignus Maecilius,31,Gaul,181,62,Provocator,7,1,Gladius (Sword),Superior,Low,7.192625313593679,Advanced,8,Excellent,Medium,Balanced,True
Marius Junius,24,Greece,175,95,Secutor,1,0,Gladius (Sword),Superior,Low,6.146625693452521,Expert,1,Excellent,Medium,Balanced,False
Gaius Octavius,36,Germania,165,81,Hoplomachus,9,3,Dagger,Superior,High,4.450145500198781,Intermediate,12,Good,Low,Balanced,True
Fabrinius Granius,40,Thrace,164,82,Thraex,7,1,Dagger,Standard,Low,3.7128229939170367,Basic,8,Good,Medium,Balanced,True
Egnatius Calventius,25,Greece,196,84,Murmillo,8,2,Gladius (Sword),Standard,Low,7.0431843571157735,Advanced,10,Excellent,Low,Aggressive,True
Ennius Opimius,42,Germania,183,89,Retiarius,14,0,Trident,Standard,Low,5.191622967385526,Basic,14,Good,Medium,Balanced,True
Ofilius Maecilius,32,Thrace,173,78,Hoplomachus,6,2,Spear,Superior,Low,1.0214773059363809,Intermediate,8,Excellent,Medium,Aggressive,True
Afranius Cinna,34,Rome,162,82,Thraex,8,1,Sica (Curved Sword),Basic,Low,4.45352615931715,Intermediate,9,Excellent,Low,Balanced,True
Livius Nonius,30,Greece,172,66,Thraex,4,2,Sica (Curved Sword),Basic,Low,4.171976112371853,Advanced,6,Excellent,Medium,Aggressive,False
Nasennius Tiberius,20,Gaul,178,78,Secutor,4,1,Gladius (Sword),Standard,Low,9.798720078455435,Expert,5,Excellent,Medium,Defensive,True
Numonius Nigidius,26,Greece,166,93,Secutor,10,0,Gladius (Sword),Superior,High,2.1725185462018235,Expert,10,Excellent,Medium,Aggressive,True
Flavius Octavius,27,Thrace,178,103,Hoplomachus,9,3,Spear,Standard,Low,4.011061411390757,Advanced,12,Excellent,Medium,Aggressive,True
Numitorius Maecilius,38,Rome,176,94,Retiarius,14,2,Trident,Superior,High,2.549574421569944,Advanced,16,Good,Low,Balanced,True
Maecenas Sempronius,25,Gaul,163,106,Murmillo,7,0,Gladius (Sword),Superior,Low,3.745479463791468,Basic,7,Excellent,Medium,Aggressive,True
Afranius Octavius,34,Greece,175,100,Secutor,4,2,Dagger,Standard,Low,2.4354350527298627,Intermediate,6,Excellent,Low,Balanced,False
Gabinius Numerius,45,Rome,190,73,Hoplomachus,9,2,Dagger,Basic,Low,2.7686579594545995,Basic,11,Good,Medium,Aggressive,True
Festinius Ollius,22,Gaul,162,59,Thraex,10,3,Sica (Curved Sword),Basic,High,1.4868873014242006,Expert,13,Excellent,Low,Aggressive,False
Pettius Gracchus,32,Gaul,169,93,Secutor,8,0,Gladius (Sword),Basic,Low,2.462063853208255,Intermediate,8,Excellent,Medium,Aggressive,True
Domitius Quintus,32,Greece,184,82,Retiarius,14,1,Trident,Superior,Low,3.3166586987235918,Advanced,15,Excellent,Low,Balanced,True
Octavius Atilius,35,Germania,173,69,Hoplomachus,11,0,Dagger,Standard,Low,5.761251034120253,Intermediate,11,Excellent,Medium,Balanced,True
Hirrus Numonius,42,Greece,174,90,Murmillo,10,2,Dagger,Superior,Low,2.6518064732416096,Basic,12,Good,Low,Aggressive,True
Catius Pettius,44,Germania,184,62,Retiarius,14,6,Net,Superior,High,5.569788073440835,Basic,20,Fair,Low,Balanced,True
Nonius Fulvius,18,Germania,167,69,Provocator,4,1,Gladius (Sword),Standard,Low,6.6506795275317865,Advanced,5,Excellent,Medium,Defensive,True
Paconius Volumnius,25,Germania,181,104,Murmillo,5,2,Gladius (Sword),Standard,Low,3.0527661377123745,Advanced,7,Excellent,Low,Aggressive,False
Considius Longinius,34,Germania,195,78,Secutor,10,6,Dagger,Standard,Low,3.068213273405739,Intermediate,16,Excellent,Medium,Balanced,True
Laetorius Furius,37,Rome,191,76,Hoplomachus,5,1,Dagger,Basic,Low,8.855437634517532,Basic,6,Excellent,Low,Balanced,True
Atilius Pinarus,27,Rome,180,88,Retiarius,5,1,Net,Basic,Low,2.7557919219331826,Advanced,6,Excellent,Medium,Balanced,False
Volumnius Ollius,22,Gaul,168,88,Hoplomachus,9,0,Spear,Basic,High,5.584034239650547,Expert,9,Excellent,Medium,Balanced,True
Iulius Cassius,28,Numidia,173,82,Provocator,7,1,Dagger,Basic,Low,4.0830390289549525,Intermediate,8,Excellent,Medium,Balanced,True
Cispius Perperna,18,Greece,171,117,Thraex,6,2,Sica (Curved Sword),Basic,Low,6.116557503275037,Advanced,8,Excellent,Medium,Balanced,True
Ennius Fannius,41,Gaul,176,81,Secutor,13,6,Dagger,Basic,High,0.9668538913745948,Basic,19,Fair,Low,Balanced,True
Modius Lartius,45,Germania,195,85,Secutor,12,4,Gladius (Sword),Superior,Low,2.8367171784637755,Basic,16,Good,Medium,Balanced,True
Hordeonius Octavenus,32,Thrace,182,106,Secutor,5,3,Gladius (Sword),Superior,Low,5.580446674222908,Intermediate,8,Excellent,Low,Aggressive,True
Ogulnius Publius,18,Germania,182,68,Thraex,6,1,Dagger,Standard,High,7.939066514650873,Advanced,7,Excellent,High,Balanced,True
Fabrinius Ogulnius,24,Germania,179,70,Thraex,8,4,Sica (Curved Sword),Standard,High,7.018399206144146,Advanced,12,Excellent,Medium,Aggressive,True
Cornificius Marcus,34,Numidia,174,79,Murmillo,9,1,Dagger,Basic,Low,4.922763930487708,Basic,10,Excellent,Medium,Balanced,True
Lartius Burrienus,36,Thrace,177,79,Retiarius,9,2,Net,Basic,Low,1.240522250044842,Expert,11,Good,Medium,Aggressive,True
Pedius Nigidius,42,Thrace,173,66,Retiarius,6,2,Net,Basic,Low,4.965625389686058,Basic,8,Good,Low,Balanced,True
Horatius Mallius,33,Gaul,186,62,Retiarius,6,0,Trident,Basic,Low,3.1281970528008665,Basic,6,Excellent,Low,Balanced,True
Cicereius Numerius,39,Greece,177,105,Secutor,8,1,Dagger,Basic,Low,1.5070124354492482,Intermediate,9,Good,Medium,Aggressive,True
Spurius Blossius,28,Greece,181,97,Murmillo,10,0,Dagger,Superior,Low,5.217169466735113,Expert,10,Excellent,Medium,Balanced,True
Maecilius Murena,41,Greece,179,84,Thraex,12,5,Dagger,Standard,High,2.2973834375889925,Basic,17,Fair,Medium,Balanced,True
Hordeonius Lentulus,36,Thrace,184,86,Murmillo,13,6,Gladius (Sword),Standard,Low,5.738512587891372,Basic,19,Excellent,Low,Aggressive,True
Ollius Orbilius,29,Greece,172,82,Hoplomachus,8,3,Spear,Superior,Low,2.097709217865517,Expert,11,Excellent,Medium,Aggressive,True
Orbilius Matienus,32,Greece,171,84,Retiarius,10,2,Trident,Superior,High,4.662731414241442,Expert,12,Good,Low,Balanced,True
Musonius Persius,29,Rome,186,72,Retiarius,8,2,Net,Superior,Low,3.7233783261034903,Intermediate,10,Excellent,Low,Aggressive,True
Mallius Cicereius,23,Rome,183,76,Murmillo,5,2,Gladius (Sword),Basic,Low,6.321578344236333,Expert,7,Excellent,High,Aggressive,True
Orestius Sulpicius,33,Thrace,190,79,Secutor,5,2,Dagger,Superior,Low,2.9975663302040365,Advanced,7,Excellent,Low,Balanced,True
Acilius Pasidienus,41,Numidia,165,60,Provocator,7,1,Dagger,Superior,Low,4.410060001881672,Basic,8,Excellent,Medium,Aggressive,True
Paternus Sulpicius,27,Gaul,196,96,Thraex,5,0,Sica (Curved Sword),Standard,Low,3.6105970805423953,Advanced,5,Excellent,Low,Aggressive,True
Murena Geminius,30,Thrace,168,63,Provocator,7,0,Gladius (Sword),Superior,High,2.5415626960762707,Advanced,7,Excellent,Medium,Aggressive,True
Palpellius Fundanus,30,Gaul,172,63,Thraex,6,0,Sica (Curved Sword),Superior,Low,1.730608075711852,Expert,6,Excellent,Medium,Balanced,True
Valerius Didius,43,Rome,193,54,Retiarius,15,6,Trident,Superior,High,1.9981621166934105,Basic,21,Fair,Low,Balanced,True
Ennius Mucius,26,Greece,179,54,Provocator,6,1,Dagger,Basic,Low,5.742695646971957,Intermediate,7,Excellent,Medium,Balanced,True
Manilius Egnatius,44,Rome,173,93,Hoplomachus,8,0,Spear,Superior,Low,6.376067603294417,Basic,8,Good,Medium,Balanced,True
Maecenas Quintus,26,Greece,188,61,Retiarius,3,1,Net,Standard,Low,6.130493087900304,Intermediate,4,Excellent,Medium,Balanced,False
Aulus Latinius,38,Thrace,167,69,Secutor,7,1,Gladius (Sword),Superior,Low,3.0918587404053004,Basic,8,Excellent,Medium,Balanced,True
Ofilius Palpellius,41,Gaul,184,82,Provocator,13,5,Gladius (Sword),Basic,Low,1.0609997987732502,Basic,18,Good,Low,Balanced,True
Junius Lucretius,30,Gaul,191,85,Murmillo,4,0,Gladius (Sword),Superior,Low,3.931954682000295,Expert,4,Excellent,Low,Aggressive,True
Sextius Nigidius,24,Germania,178,82,Provocator,2,0,Dagger,Superior,Low,6.710609952267088,Intermediate,2,Excellent,Low,Aggressive,False
Quintus Acilius,21,Rome,191,57,Hoplomachus,11,4,Spear,Basic,High,4.845144402525329,Advanced,15,Excellent,Medium,Aggressive,True
Agrippa Atilius,28,Greece,164,102,Thraex,9,3,Sica (Curved Sword),Standard,Low,5.756861000029904,Expert,12,Excellent,Medium,Balanced,True
Cornelius Ollius,39,Thrace,188,66,Provocator,8,2,Gladius (Sword),Basic,Low,1.3141102833671048,Basic,10,Good,Low,Balanced,True
Burrienus Menenius,19,Thrace,172,95,Secutor,1,0,Dagger,Standard,Low,5.396427195726021,Intermediate,1,Excellent,Medium,Aggressive,False
Aelius Oppius,35,Germania,174,87,Provocator,6,0,Gladius (Sword),Standard,Low,4.849534106343003,Intermediate,6,Excellent,Medium,Aggressive,True
Gaius Lucius,39,Rome,166,90,Thraex,7,1,Dagger,Standard,Low,6.926379597585442,Intermediate,8,Good,Medium,Aggressive,True
Norbanus Pasidienus,24,Greece,157,70,Provocator,1,0,Gladius (Sword),Standard,Low,5.470349026565429,Intermediate,1,Excellent,High,Balanced,False
Cocceius Fundanus,31,Gaul,173,63,Retiarius,13,3,Trident,Standard,Low,4.639559954132581,Intermediate,16,Excellent,Medium,Aggressive,True
Ofilius Aemilius,41,Thrace,169,114,Thraex,10,1,Dagger,Basic,Low,6.6551012473357485,Basic,11,Good,Medium,Aggressive,True
Catilius Numonius,43,Numidia,198,88,Hoplomachus,14,5,Dagger,Basic,High,1.083834097760491,Intermediate,19,Fair,Medium,Balanced,True
Gaius Fidius,36,Germania,182,79,Murmillo,11,5,Gladius (Sword),Basic,High,1.4935352279261669,Expert,16,Fair,Medium,Balanced,True
Cilnius Norbanus,33,Numidia,206,79,Secutor,8,2,Dagger,Basic,High,1.0252551882206655,Intermediate,10,Good,Medium,Balanced,False
Claudius Cocceius,24,Gaul,177,89,Thraex,8,2,Dagger,Superior,Low,3.971968244184164,Advanced,10,Excellent,High,Defensive,True
Manilius Cloelius,40,Thrace,177,84,Provocator,19,4,Dagger,Superior,Low,1.2170653426288294,Basic,23,Excellent,Medium,Aggressive,True
Longinius Cominius,23,Rome,159,72,Thraex,5,0,Dagger,Superior,Low,2.860669569880492,Intermediate,5,Excellent,Medium,Balanced,False
Numonius Numerius,42,Numidia,170,92,Retiarius,10,3,Net,Basic,Low,4.647454384806257,Basic,13,Good,Low,Aggressive,True
Didius Licinius,38,Thrace,174,97,Provocator,8,3,Dagger,Basic,Low,6.533892992638833,Basic,11,Good,Low,Aggressive,True
Fulcinia Papirius,26,Rome,157,96,Secutor,3,0,Dagger,Superior,Low,5.118231891378619,Basic,3,Excellent,Medium,Aggressive,True
Coruncanius Servius,25,Numidia,168,94,Murmillo,8,4,Gladius (Sword),Basic,High,5.6877575269266,Intermediate,12,Excellent,Low,Aggressive,True
Pacilius Aelius,26,Gaul,174,76,Retiarius,7,0,Trident,Basic,Low,8.282103213880474,Advanced,7,Excellent,Medium,Aggressive,True
Fulvius Cestius,44,Numidia,168,76,Secutor,10,0,Dagger,Superior,Low,1.0116051843061693,Basic,10,Good,Medium,Balanced,True
Caedicius Pacilius,21,Numidia,174,87,Hoplomachus,2,0,Dagger,Standard,Low,5.383354750928004,Advanced,2,Excellent,Medium,Balanced,False
Betilienus Icilius,31,Rome,173,87,Murmillo,7,2,Dagger,Superior,Low,3.940561714280617,Intermediate,9,Excellent,Medium,Aggressive,True
Sextus Ofilius,20,Gaul,162,75,Retiarius,5,1,Trident,Superior,Low,4.39549840950074,Expert,6,Excellent,Medium,Aggressive,True
Messalla Camillius,18,Greece,177,62,Provocator,3,1,Dagger,Standard,Low,3.3164004754676246,Intermediate,4,Excellent,High,Balanced,False
Lucretius Ninnius,36,Germania,173,81,Provocator,10,2,Dagger,Standard,High,1.0648138591710232,Basic,12,Fair,Medium,Aggressive,True
Longinius Fidenas,27,Rome,165,91,Secutor,4,1,Dagger,Superior,Low,4.493818809698682,Intermediate,5,Excellent,Low,Balanced,True
Sextus Geminius,38,Numidia,179,81,Retiarius,6,0,Trident,Superior,Low,6.186346062498306,Intermediate,6,Excellent,Medium,Balanced,True
Minicius Catius,26,Numidia,194,65,Retiarius,3,0,Net,Basic,Low,5.096409844079784,Intermediate,3,Excellent,Medium,Balanced,False
Antonius Cestius,40,Greece,166,103,Secutor,16,6,Gladius (Sword),Standard,High,4.544935097082566,Basic,22,Fair,Medium,Aggressive,True
Latinius Pasidienus,45,Rome,173,57,Hoplomachus,12,3,Dagger,Standard,Low,9.15495115616658,Basic,15,Good,Medium,Balanced,True
Horatius Nautius,21,Greece,164,65,Hoplomachus,5,0,Spear,Standard,Low,6.698925418818822,Basic,5,Excellent,Medium,Balanced,True
Fabrinius Lollius,26,Germania,175,88,Provocator,4,0,Dagger,Standard,Low,5.965479019488387,Expert,4,Excellent,Medium,Balanced,True
Furius Cocceius,18,Greece,172,91,Provocator,3,0,Gladius (Sword),Superior,Low,4.380018934240574,Intermediate,3,Excellent,High,Aggressive,False
Numerius Tarquinius,37,Gaul,176,70,Murmillo,5,1,Gladius (Sword),Standard,Low,5.954903012510493,Intermediate,6,Good,Medium,Aggressive,True
Flavius Blossius,19,Numidia,166,73,Hoplomachus,5,3,Spear,Superior,High,4.614176251801716,Expert,8,Excellent,High,Balanced,True
Aulus Junius,28,Numidia,179,86,Thraex,11,1,Sica (Curved Sword),Standard,High,3.164995252737345,Intermediate,12,Good,Low,Balanced,True
Iuventius Cantilius,38,Germania,166,82,Hoplomachus,2,0,Dagger,Standard,Low,4.984410788586271,Basic,2,Good,Medium,Balanced,True
Novellius Caelius,43,Numidia,178,70,Hoplomachus,13,5,Dagger,Basic,High,0.968376832202205,Basic,18,Fair,Medium,Balanced,True
Hirrus Pasidienus,24,Germania,161,69,Hoplomachus,2,1,Dagger,Superior,Low,6.978473835974615,Basic,3,Excellent,Medium,Balanced,False
Balbus Cispius,41,Numidia,175,68,Retiarius,10,3,Trident,Basic,Low,1.0056618173117564,Basic,13,Good,Medium,Balanced,True
Norbanus Cinna,36,Greece,165,127,Murmillo,7,2,Dagger,Superior,Low,1.8219534197234848,Basic,9,Excellent,Medium,Balanced,True
Camillius Munatius,39,Rome,190,82,Thraex,12,5,Dagger,Standard,High,1.3928400995988863,Advanced,17,Fair,Low,Aggressive,True
Maecilius Nigidius,39,Thrace,181,74,Thraex,9,4,Sica (Curved Sword),Standard,Low,3.660361661116094,Intermediate,13,Good,Medium,Balanced,True
Livius Hordeonius,28,Germania,177,93,Murmillo,7,3,Dagger,Superior,Low,4.853391894333334,Intermediate,10,Excellent,Medium,Aggressive,True
Numonius Terentius,24,Thrace,188,73,Hoplomachus,6,2,Dagger,Basic,Low,4.396321825308181,Advanced,8,Excellent,Medium,Aggressive,True
Publius Manilius,36,Thrace,179,89,Retiarius,11,2,Trident,Basic,High,1.0131763511962073,Expert,13,Fair,Low,Aggressive,True
Orbilius Cornificius,36,Germania,169,68,Secutor,6,2,Gladius (Sword),Superior,Low,4.124026680722463,Intermediate,8,Excellent,Medium,Balanced,True
Memmius Cloelius,33,Greece,174,112,Secutor,11,3,Dagger,Superior,High,4.066204119908501,Intermediate,14,Good,Medium,Aggressive,True
Mallius Paconius,23,Greece,169,98,Secutor,13,2,Dagger,Standard,High,0.9639066859269068,Intermediate,15,Excellent,Medium,Balanced,True
Didius Calventius,31,Germania,172,78,Secutor,7,2,Gladius (Sword),Standard,Low,1.7076522028541028,Intermediate,9,Excellent,Low,Balanced,True
Terentius Atilius,18,Thrace,154,89,Secutor,4,1,Dagger,Superior,Low,9.737792169299976,Expert,5,Excellent,High,Balanced,True
Cilnius Titus,39,Rome,169,100,Provocator,10,3,Gladius (Sword),Standard,Low,2.6926949879593387,Basic,13,Good,Medium,Balanced,True
Spurius Pilus,37,Rome,180,74,Hoplomachus,6,2,Spear,Superior,Low,9.766650601844988,Basic,8,Excellent,Medium,Aggressive,True
Cassius Longinius,29,Greece,161,94,Secutor,8,2,Gladius (Sword),Standard,Low,3.1890218102072594,Basic,10,Excellent,Low,Aggressive,True
Fulcinia Titus,37,Greece,185,94,Secutor,8,3,Dagger,Basic,Low,5.715121390145513,Basic,11,Good,Low,Balanced,True
Fannius Iunius,21,Rome,166,59,Retiarius,7,3,Net,Standard,Low,4.112092503262723,Basic,10,Excellent,High,Aggressive,False
Cocceius Hordeonius,37,Rome,173,50,Provocator,11,5,Gladius (Sword),Basic,Low,3.99650891929893,Intermediate,16,Good,Medium,Aggressive,True
Egnatius Laecanius,28,Rome,183,67,Retiarius,10,2,Net,Superior,High,2.2565952315331788,Expert,12,Excellent,Medium,Defensive,True
Aulus Festinius,41,Rome,186,51,Hoplomachus,9,3,Spear,Basic,High,2.0586302467845314,Basic,12,Fair,Medium,Balanced,True
Pilus Gaius,33,Rome,162,95,Retiarius,7,2,Net,Superior,Low,7.99781138640104,Intermediate,9,Excellent,Medium,Balanced,True
Marcus Decimus,39,Rome,172,102,Hoplomachus,6,2,Dagger,Superior,Low,1.0423686173570428,Basic,8,Excellent,Medium,Aggressive,True
Numicius Ollius,27,Rome,175,75,Retiarius,12,0,Trident,Basic,High,3.1065949173880525,Intermediate,12,Good,Low,Balanced,True
Balbus Publius,31,Rome,180,72,Murmillo,12,3,Dagger,Standard,High,2.595028400887504,Intermediate,15,Good,Medium,Aggressive,True
Numitorius Festinius,25,Thrace,181,80,Thraex,4,0,Dagger,Basic,Low,2.0895140062630886,Expert,4,Excellent,Low,Balanced,False
Egnatius Laetorius,42,Numidia,163,84,Hoplomachus,8,0,Dagger,Standard,Low,0.998825891277812,Basic,8,Good,Medium,Balanced,True
Atilius Fabius,29,Gaul,172,63,Hoplomachus,9,4,Dagger,Superior,High,7.640068312800038,Expert,13,Excellent,Medium,Balanced,True
Horatius Laberius,40,Numidia,169,107,Secutor,15,3,Dagger,Standard,High,1.0412429550707214,Basic,18,Fair,Medium,Aggressive,True
Maecenas Nautius,19,Germania,177,96,Hoplomachus,5,0,Dagger,Basic,Low,4.328107809211937,Advanced,5,Excellent,Medium,Aggressive,False
Paconius Ofilius,43,Greece,182,94,Secutor,13,6,Dagger,Basic,High,0.939585952091639,Basic,19,Fair,Medium,Balanced,True
Spurius Julius,25,Germania,182,76,Thraex,2,0,Sica (Curved Sword),Standard,Low,5.666958064623247,Expert,2,Excellent,Medium,Balanced,False
Percennius Livius,27,Germania,182,55,Retiarius,3,0,Net,Standard,Low,3.3941605569140103,Expert,3,Excellent,Low,Balanced,False
Decimus Lamponius,39,Rome,171,62,Thraex,12,1,Dagger,Basic,High,0.9636766064396954,Intermediate,13,Fair,Medium,Balanced,True
Festinius Fulcinia,28,Rome,171,97,Murmillo,3,1,Dagger,Basic,Low,9.391003274450195,Advanced,4,Excellent,Medium,Balanced,True
Mamilius Cominius,18,Thrace,188,82,Murmillo,6,0,Gladius (Sword),Superior,Low,8.295399238757108,Advanced,6,Excellent,Low,Balanced,True
Gracchus Atilius,40,Greece,200,96,Provocator,8,0,Gladius (Sword),Basic,Low,4.14839693544685,Intermediate,8,Good,Medium,Aggressive,True
Palpellius Marcius,20,Greece,171,90,Murmillo,4,1,Dagger,Basic,Low,5.588357691637524,Expert,5,Excellent,Medium,Aggressive,False
Ninnius Baebius,34,Gaul,173,83,Secutor,8,0,Dagger,Standard,Low,1.0385069868168078,Basic,8,Excellent,Medium,Balanced,True
Manilius Opimius,40,Numidia,186,98,Retiarius,12,2,Trident,Standard,High,1.8060268562293744,Basic,14,Fair,Medium,Balanced,True
Sulpicius Livius,40,Numidia,163,88,Thraex,11,0,Sica (Curved Sword),Basic,Low,8.87214182526578,Basic,11,Good,Low,Aggressive,True
Modius Tarquinius,28,Greece,185,81,Hoplomachus,6,1,Spear,Superior,Low,2.0254326975636032,Expert,7,Excellent,Medium,Balanced,True
Numonius Galerius,25,Greece,179,78,Secutor,3,1,Gladius (Sword),Standard,Low,7.006655057688962,Advanced,4,Excellent,Medium,Aggressive,True
Percennius Murena,25,Rome,182,59,Thraex,7,1,Sica (Curved Sword),Standard,Low,8.246721048191537,Expert,8,Excellent,Medium,Aggressive,True
Cloelius Matinius,26,Gaul,161,72,Hoplomachus,5,1,Spear,Superior,Low,5.377340964722135,Intermediate,6,Excellent,Medium,Aggressive,True
Tarquinius Fabrinius,26,Greece,168,111,Provocator,11,4,Gladius (Sword),Standard,Low,4.537130688968771,Intermediate,15,Excellent,Medium,Aggressive,False
Ollius Caelius,44,Rome,188,103,Murmillo,12,2,Dagger,Basic,High,1.045095228715888,Basic,14,Fair,Low,Aggressive,True
Antonius Granius,34,Rome,168,111,Thraex,6,1,Sica (Curved Sword),Superior,Low,7.855732890476584,Intermediate,7,Excellent,Low,Aggressive,True
Curtius Sextius,25,Rome,161,106,Provocator,8,2,Gladius (Sword),Superior,High,1.004847690639871,Expert,10,Excellent,Medium,Aggressive,False
Ofilius Ofilius,30,Numidia,171,96,Hoplomachus,6,0,Dagger,Superior,Low,5.519372438477253,Advanced,6,Excellent,Medium,Balanced,True
Lartius Matienus,35,Germania,180,87,Hoplomachus,8,1,Spear,Basic,Low,1.6854880117556923,Basic,9,Excellent,Medium,Balanced,False
Hordeonius Fabius,27,Germania,178,78,Thraex,8,2,Dagger,Standard,Low,7.954517599979196,Advanced,10,Excellent,Medium,Balanced,True
Marcius Lollius,36,Gaul,187,95,Secutor,11,0,Gladius (Sword),Basic,High,2.028630127688075,Advanced,11,Fair,Medium,Aggressive,True
